Tanggal,Rainfall,Water Level,Water Discharge,Tides,Temperature,Humidity
10/6/2019,4,0.67,1.78,1.4,27.9,82
11/6/2019,0,0.61,1.44,1.3,28.3,84
12/6/2019,8,0.59,1.34,1.2,27.8,83
13-06-2019,0,0.68,1.85,1.2,27.8,86
14-06-2019,0,0.64,1.61,1.2,28.5,85
15-06-2019,0,0.56,1.19,1.2,27.6,69
16-06-2019,0,0.51,0.96,1.3,27.5,74
17-06-2019,0,0.49,0.88,1.4,27.8,79
18-06-2019,0,0.45,0.72,1.5,28.4,66
19-06-2019,0,0.43,0.65,1.6,27.9,73
20-06-2019,0,0.4,0.55,1.6,27.6,71
21-06-2019,0,0.45,0.72,1.6,27.7,73
22-06-2019,0,0.43,0.65,1.5,28.3,74
23-06-2019,0,0.42,0.62,1.4,28.1,76
24-06-2019,0,0.44,0.69,1.4,27.9,76
25-06-2019,0,0.39,0.52,1.3,28.1,71
26-06-2019,0,0.41,0.58,1.2,27.5,72
27-06-2019,0,0.43,0.65,1.2,27.7,74
28-06-2019,0,0.4,0.55,1.2,27.2,70
29-06-2019,0,0.38,0.49,1.3,26.6,66
30-06-2019,0,0.4,0.55,1.3,27,65
1/7/2019,0,0.41,0.58,1.4,27.4,76
2/7/2019,0,0.39,0.52,1.5,27,84
3/7/2019,0,0.37,0.46,1.5,27,85
4/7/2019,0,0.4,0.55,1.5,27.4,84
5/7/2019,0,0.77,2.44,1.5,27.8,76
6/7/2019,0,0.62,1.5,1.5,28,72
7/7/2019,0,0.48,0.84,1.4,26.2,68
8/7/2019,0,0.42,0.62,1.4,26.3,73
9/7/2019,0,0.41,0.58,1.4,26.6,79
10/7/2019,0,0.4,0.55,1.3,27.6,75
11/7/2019,0,0.38,0.49,1.3,27.3,74
12/7/2019,0,0.39,0.52,1.2,27.6,78
13-07-2019,0,0.38,0.49,1.2,27.8,68
14-07-2019,0,0.36,0.43,1.3,27.2,69
15-07-2019,0,0.35,0.4,1.4,26.9,69
16-07-2019,0,0.32,0.33,1.4,27.4,68
17-07-2019,0,0.3,0.28,1.5,27.8,72
18-07-2019,0,0.33,0.35,1.5,28.7,72
19-07-2019,0,0.33,0.35,1.5,28.9,74
20-07-2019,0,0.27,0.22,1.5,28.6,77
21-07-2019,0,0.29,0.26,1.4,28.1,70
22-07-2019,0,0.28,0.24,1.4,26.2,72
23-07-2019,0,0.31,0.3,1.3,26.3,66
24-07-2019,0,0.28,0.24,1.2,26.9,68
25-07-2019,0,0.32,0.33,1.2,26.5,71
26-07-2019,0,0.32,0.33,1.2,26.5,71
27-07-2019,0,0.32,0.33,1.3,27.6,76
28-07-2019,0,0.28,0.24,1.3,27,71
29-07-2019,0,0.27,0.22,1.4,27.3,68
30-07-2019,0,0.27,0.22,1.4,28.5,54
31-07-2019,0,0.28,0.24,1.4,26.6,67
1/8/2019,0,0.28,0.24,1.5,26.5,65
2/8/2019,0,0.32,0.33,1.4,26.6,68
3/8/2019,0,0.28,0.24,1.4,26.4,65
4/8/2019,0,0.24,0.17,1.4,26.7,71
5/8/2019,0,0.2,0.11,1.3,26.9,69
6/8/2019,0,0.37,0.46,1.3,27.2,70
7/8/2019,0,0.27,0.22,1.3,27.3,71
8/8/2019,0,0.22,0.13,1.2,27.6,68
9/8/2019,0,0.2,0.11,1.2,27.4,70
10/8/2019,0,0.2,0.11,1.2,27.6,73
11/8/2019,0,0.23,0.15,1.3,27.3,75
12/8/2019,0,0.2,0.11,1.3,27.6,78
13-08-2019,0,0.2,0.11,1.4,27.9,74
14-08-2019,0,0.12,0.03,1.4,28.3,60
15-08-2019,0,0.12,0.03,1.4,27.5,64
16-08-2019,0,0.12,0.03,1.4,27.9,70
17-08-2019,0,0.12,0.03,1.4,28.4,69
18-08-2019,0,0.08,0.01,1.3,28.1,66
19-08-2019,0,0.09,0.01,1.3,27.3,78
20-08-2019,0,0.08,0.01,1.2,27.6,76
21-08-2019,0,0.05,0,1.2,28.6,60
22-08-2019,0,0,0,1.2,27.1,69
23-08-2019,0,0,0,1.2,27.9,67
24-08-2019,0,0,0,1.2,28.5,72
25-08-2019,0,0,0,1.3,27.9,74
26-08-2019,0,0,0,1.3,28.8,62
27-08-2019,0,0,0,1.4,27.8,62
28-08-2019,0,0,0,1.4,27.4,60
29-08-2019,0,0,0,1.4,26.7,61
30-08-2019,0,0,0,1.3,27.4,79
31-08-2019,0,0,0,1.3,27.8,81
1/9/2019,0,0,0,1.2,27.7,82
2/9/2019,0,0,0,1.2,27.7,85
3/9/2019,0,0,0,1.2,26.3,83
4/9/2019,0,0,0,1.2,26.9,82
5/9/2019,0,0,0,1.3,27.3,84
6/9/2019,0,0,0,1.3,27.6,74
7/9/2019,0,0,0,1.2,29.4,76
8/9/2019,0,0,0,1.2,27.9,80
9/9/2019,0,0,0,1.2,27.5,75
10/9/2019,0,0,0,1.3,27.1,72
11/9/2019,0,0,0,1.3,26.3,72
12/9/2019,0,0,0,1.3,26.8,79
13-09-2019,0,0,0,1.3,26.4,72
14-09-2019,0,0,0,1.3,27,75
15-09-2019,0,0,0,1.2,27.7,75
16-09-2019,0,0,0,1.2,27.4,84
17-09-2019,0,0,0,1.2,27.4,83
18-09-2019,0,0,0,1.3,,
19-09-2019,0,0,0,1.3,28.4,78
20-09-2019,0,0,0,1.3,29.3,79
21-09-2019,0,0,0,1.3,29.3,78
22-09-2019,0,0,0,1.2,29.7,80
23-09-2019,0,0,0,1.3,29,82
24-09-2019,0,0,0,1.3,28.3,80
25-09-2019,0,0,0,1.3,29.2,80
26-09-2019,0,0,0,1.2,29,84
27-09-2019,0,0,0,1.2,28.2,81
28-09-2019,0,0,0,1.1,29.3,75
29-09-2019,0,0,0,1.1,28.9,65
30-09-2019,0,0,0,1.2,28.1,74
1/10/2019,0,0,0,1.3,29.9,66
2/10/2019,0,0,0,1.4,28.9,75
3/10/2019,0,0,0,1.4,28.1,76
4/10/2019,0,0,0,1.4,28.7,70
5/10/2019,0,0,0,1.4,28.5,69
6/10/2019,0,0,0,1.3,29,66
7/10/2019,0,0,0,1.3,28.9,64
8/10/2019,0,0,0,1.2,28.9,70
9/10/2019,0,0,0,1.2,29.3,70
10/10/2019,0,0,0,1.2,29,75
11/10/2019,0,0,0,1.1,29.4,72
12/10/2019,0,0,0,1.1,28.5,72
13-10-2019,0,0,0,1.1,29.1,76
14-10-2019,0,0,0,1.2,,
15-10-2019,0,0,0,1.3,,
16-10-2019,0,0,0,1.4,29.2,70
17-10-2019,0,0,0,1.4,29.7,76
18-10-2019,0,0,0,1.4,29.9,74
19-10-2019,0,0,0,1.4,30.2,69
20-10-2019,0,0,0,1.4,30.2,70
21-10-2019,0,0,0,1.3,30.1,62
22-10-2019,0,0,0,1.2,30.1,64
23-10-2019,0,0,0,1.1,29.3,64
24-10-2019,0,0,0,1.1,,
25-10-2019,0,0,0,1.1,30.4,68
26-10-2019,0,0,0,1,,
27-10-2019,0,0,0,1.1,28.8,72
28-10-2019,0,0,0,1.2,,
29-10-2019,0,0,0,1.3,,
30-10-2019,0,0,0,1.4,29.8,73
31-10-2019,0,0,0,1.5,29.5,72
1/11/2019,0,0,0,1.5,28.8,78
2/11/2019,0,0,0,1.5,28.7,78
3/11/2019,0,0,0,1.5,29.4,73
4/11/2019,0,0,0,1.4,29.8,71
5/11/2019,0,0,0,1.3,28.5,76
6/11/2019,0,0,0,1.2,29.3,74
7/11/2019,0,0,0,1.1,29,78
8/11/2019,0,0,0,1,28.8,82
9/11/2019,0,0,0,1,28.4,76
10/11/2019,0,0,0,1.1,29.3,78
11/11/2019,0,0,0,1.3,29.3,75
12/11/2019,0,0,0,1.4,27.6,84
13-11-2019,0,0.4,0.55,1.5,30,75
14-11-2019,0,0.35,0.4,1.5,29.1,76
15-11-2019,0,0.3,0.28,1.5,29,74
16-11-2019,0,0.31,0.3,1.5,29.3,76
17-11-2019,0,0.31,0.3,1.5,30.1,73
18-11-2019,0,0.3,0.28,1.4,29.8,73
19-11-2019,0,0.3,0.28,1.4,29.8,71
20-11-2019,0,0.25,0.18,1.3,29.3,69
21-11-2019,0,0.25,0.18,1.2,30,69
22-11-2019,0,0.22,0.13,1.1,30.1,70
23-11-2019,0,0.2,0.11,1.1,,
24-11-2019,0,0.2,0.11,1.1,29.7,73
25-11-2019,0,0.15,0.05,1.2,29.6,74
26-11-2019,0,0.12,0.03,1.3,,
27-11-2019,0,0.12,0.03,1.5,,
28-11-2019,0,0.12,0.03,1.5,29.5,76
29-11-2019,0,0.3,0.28,1.6,29.7,74
30-11-2019,0,0.6,1.39,1.6,,
1/12/2019,0,0.47,0.8,1.6,29.9,74
2/12/2019,0,0.4,0.55,1.5,29.9,78
3/12/2019,0,0.5,0.92,1.4,29.4,79
4/12/2019,0,0.97,4.1,1.3,28.6,81
5/12/2019,0,0.72,2.1,1.2,29.5,78
6/12/2019,0,0.58,1.29,1.2,,
7/12/2019,0,0.48,0.84,1.1,30,80
8/12/2019,0,0.5,0.92,1.2,,
9/12/2019,0,0.45,0.72,1.3,29.2,79
10/12/2019,0,0.38,0.49,1.4,28.6,80
11/12/2019,0,0.63,1.55,1.5,,
12/12/2019,0,0.55,1.14,1.5,29.5,77
13-12-2019,0,0.5,0.92,1.5,,
14-12-2019,0,0.5,0.92,1.6,28.3,81
15-12-2019,0,0.5,0.92,1.5,,
16-12-2019,0,1.08,5.21,1.5,28.2,80
17-12-2019,0,1.07,5.1,1.4,28.3,84
18-12-2019,0,1.2,6.59,1.3,28.8,82
19-12-2019,0,0.82,2.81,1.3,29,80
20-12-2019,0,1.07,5.1,1.2,28.7,82
21-12-2019,0,1.33,8.29,1.2,29.2,76
22-12-2019,0,1.53,11.5,1.2,28.8,80
23-12-2019,0,1.17,6.23,1.2,28.1,81
24-12-2019,0,1.27,7.48,1.2,29.7,73
25-12-2019,0,0.88,3.3,1.4,29.3,78
26-12-2019,0,2.1,23.4,1.5,28.4,80
27-12-2019,0,1.15,6,1.5,29.3,82
28-12-2019,0,1.47,10.4,1.6,29.5,83
29-12-2019,0,1.22,6.84,1.6,27.9,88
30-12-2019,0,0.93,3.73,1.6,29.1,80
31-12-2019,0,0.78,2.51,1.5,28.6,80
1/1/2020,33,0.72,2.1,1.4,28.3,83
2/1/2020,28,2.13,24.2,1.3,25.7,94
3/1/2020,7,2.18,25.4,1.2,25.5,90
4/1/2020,17,2.18,25.4,1.2,27.6,84
5/1/2020,48,1.83,17.3,1.2,26.8,84
6/1/2020,42,2.37,30.5,1.3,26.3,90
7/1/2020,32,2.87,45.8,1.3,27.6,84
8/1/2020,4,2.65,38.7,1.4,28.9,85
9/1/2020,33,1.93,19.4,1.5,27.1,91
10/1/2020,16,2.12,23.9,1.5,,
11/1/2020,58,1.5,10.9,1.5,27.2,90
12/1/2020,68,3.1,53.8,1.5,25.3,94
13-01-2020,4,3.83,83.1,1.5,27.8,85
14-01-2020,0,2.13,24.2,1.5,29.2,78
15-01-2020,0,1.47,10.4,1.4,28.2,81
16-01-2020,19,1.35,8.57,1.3,28.8,81
17-01-2020,0,2.25,27.2,1.3,28.9,80
18-01-2020,0,1.37,8.85,1.3,29.1,79
19-01-2020,0,1.1,5.43,1.3,29.4,79
20-01-2020,20,1.03,4.69,1.3,,
21-01-2020,0,0.93,3.73,1.3,28.9,82
22-01-2020,0,0.91,3.55,1.4,29.6,80
23-01-2020,0,0.84,2.97,1.4,29.3,82
24-01-2020,0,0.86,3.13,1.5,28.9,77
25-01-2020,0,1.08,5.21,1.5,29.6,79
26-01-2020,0,0.98,4.19,1.5,,
27-01-2020,0,0.82,2.81,1.4,29.6,80
28-01-2020,0,0.93,3.73,1.4,29.7,76
29-01-2020,0,0.78,2.51,1.3,29.9,78
30-01-2020,53,0.71,2.03,1.3,30.1,79
31-01-2020,23,3.48,68.3,1.2,27.7,84
1/2/2020,0,1.95,19.9,1.2,25.6,91
2/2/2020,0,1.43,9.77,1.2,28.5,84
3/2/2020,0,1.28,7.61,1.3,28.8,82
4/2/2020,11,1.1,5.43,1.3,27.8,86
5/2/2020,71,1.13,5.77,1.4,28.3,84
6/2/2020,17,1.88,18.3,1.4,29.7,83
7/2/2020,50,2.41,31.6,1.4,26.2,94
8/2/2020,6,3.05,52,1.4,27.5,86
9/2/2020,52,1.97,20.3,1.4,25.1,92
10/2/2020,20,3.63,74.5,1.4,27.3,88
11/2/2020,0,2.65,38.7,1.3,28,86
12/2/2020,0,1.93,19.4,1.3,27.8,86
13-02-2020,0,1.52,11.3,1.3,28.7,83
14-02-2020,0,1.3,7.88,1.2,28.8,81
15-02-2020,0,1.12,5.65,1.2,29.3,78
16-02-2020,21,1.03,4.69,1.2,28.8,82
17-02-2020,70,1.23,6.97,1.2,27.4,89
18-02-2020,35,2.83,44.4,1.3,25.4,94
19-02-2020,13,2.37,30.5,1.3,25.6,94
20-02-2020,17,1.9,18.8,1.3,26.2,91
21-02-2020,4,1.63,13.3,1.4,28.2,85
22-02-2020,0,1.78,16.2,1.4,27.3,84
23-02-2020,8,1.4,9.29,1.4,,
24-02-2020,0,1.22,6.84,1.4,28.8,81
25-02-2020,10,1.15,6,1.3,28.9,83
26-02-2020,35,1.18,6.35,1.3,28.8,85
27-02-2020,9,1.25,7.22,1.2,,
28-02-2020,9,1.21,6.72,1.2,28.1,84
29-02-2020,0,1.18,6.35,1.2,,
1/3/2020,0,1.06,5,1.2,28.5,81
2/3/2020,4,1.03,4.69,1.2,,
3/3/2020,20,1.11,5.54,1.2,28.3,86
4/3/2020,11,2.18,25.4,1.3,,
5/3/2020,145,2.42,31.9,1.3,27,88
6/3/2020,42,5.53,174,1.4,25.4,95
7/3/2020,5,4.6,120,1.3,26.9,89
8/3/2020,1,2.53,35,1.3,25.6,92
9/3/2020,0,1.72,15,1.3,28,80
10/3/2020,0,1.45,10.1,1.2,28.3,78
11/3/2020,0,1.25,7.22,1.2,29.7,77
12/3/2020,0,1.12,5.65,1.1,29.4,74
13-03-2020,0,1.03,4.69,1.1,29.2,76
14-03-2020,0,1,4.39,1.1,27.2,84
15-03-2020,0,0.96,4.01,1.1,28.4,79
16-03-2020,0,0.99,4.29,1.2,29.1,78
17-03-2020,0,1.3,7.88,1.2,,
18-03-2020,9,1.01,4.49,1.2,29.1,76
19-03-2020,25,1.43,9.77,1.3,28.7,78
20-03-2020,103,1.09,5.32,1.3,27.7,83
21-03-2020,4,1.67,14,1.3,28.5,78
22-03-2020,0,1.43,9.77,1.2,28.2,79
23-03-2020,0,1.28,7.61,1.2,28.7,77
24-03-2020,0,1.05,4.89,1.2,28.9,80
25-03-2020,0,0.94,3.82,1.1,28.7,70
26-03-2020,0,0.89,3.38,1.2,29.3,76
27-03-2020,0,0.85,3.05,1.3,29.3,79
28-03-2020,20,0.74,2.23,1.3,29.3,76
29-03-2020,0,1.23,6.97,1.4,28.2,81
30-03-2020,0,0.97,4.1,1.4,,
31-03-2020,15,1.06,5,1.3,28.4,77
1/4/2020,8,1.48,10.6,1.3,26.6,87
2/4/2020,0,1.12,5.65,1.2,28.7,78
3/4/2020,0,1.02,4.59,1.2,29.3,78
4/4/2020,3,0.92,3.64,1.2,28.9,81
5/4/2020,0,1.37,8.85,1.2,,
6/4/2020,10,1.05,4.89,1.1,,
7/4/2020,67,1.24,7.09,1,,
8/4/2020,6,2.27,27.8,1,,
9/4/2020,0,1.48,10.6,1.2,28.2,78
10/4/2020,0,1.27,7.48,1.3,,
11/4/2020,8,1.45,10.1,1.4,,
12/4/2020,0,1.57,12.2,1.5,27.7,83
13-04-2020,0,1.27,7.48,1.5,28.6,81
14-04-2020,0,1.02,4.59,1.5,,
15-04-2020,0,0.96,4.01,1.4,29.1,81
16-04-2020,0,1.12,5.65,1.3,,
17-04-2020,0,1.28,7.61,1.2,,
18-04-2020,28,1.2,6.59,1.1,,
19-04-2020,46,1.53,11.5,1.1,28,84
20-04-2020,0,1.57,12.2,1,28.3,81
21-04-2020,0,1.15,6,1,28.6,75
22-04-2020,15,1.02,4.59,1.1,,
23-04-2020,11,1.05,4.89,1.2,,
24-04-2020,32,1.08,5.21,1.3,28.5,78
25-04-2020,2,1.02,4.59,1.4,,
26-04-2020,0,0.95,3.91,1.5,29.1,80
27-04-2020,0,0.85,3.05,1.5,,
28-04-2020,0,0.99,4.29,1.5,29.2,75
29-04-2020,0,0.92,3.64,1.4,28.8,77
30-04-2020,0,0.8,2.66,1.4,28.7,74
1/5/2020,0,0.73,2.17,1.3,,
2/5/2020,0,0.7,1.97,1.2,,
3/5/2020,0,0.67,1.78,1.1,29.5,76
4/5/2020,0,0.83,2.89,1,29.6,78
5/5/2020,0,0.72,2.1,1,,
6/5/2020,8,0.84,2.97,1.1,,
7/5/2020,3,0.78,2.51,1.2,,
8/5/2020,0,0.76,2.37,1.4,,
9/5/2020,46,0.84,2.97,1.5,28.7,80
10/5/2020,0,0.78,2.51,1.5,28.9,78
11/5/2020,0,0.76,2.37,1.6,29.4,74
12/5/2020,0,0.69,1.91,1.6,,
13-05-2020,0,0.68,1.85,1.5,,
14-05-2020,0,0.72,2.1,1.4,,
15-05-2020,0,0.7,1.97,1.4,30.2,75
16-05-2020,6,0.64,1.61,1.3,30,76
17-05-2020,7,0.66,1.72,1.2,,
18-05-2020,104,0.61,1.44,1.1,,
19-05-2020,0,1.81,16.8,1.1,,
20-05-2020,18,1.2,6.59,1.1,,
21-05-2020,134,1.73,15.2,1.2,,
22-05-2020,0,4.27,104,1.4,,
23-05-2020,0,2.52,34.7,1.5,28.5,78
24-05-2020,3,1.57,12.2,1.5,,
25-05-2020,5,1.22,6.84,1.5,28.4,84
26-05-2020,0,1.1,5.43,1.5,,
27-05-2020,0,1.01,4.49,1.5,28.2,86
28-05-2020,5,0.93,3.73,1.5,28.9,76
29-05-2020,0,1.02,4.59,1.4,29.3,78
30-05-2020,0,0.88,3.3,1.3,29.4,76
31-05-2020,85,0.89,3.38,1.3,28,83
1/6/2020,0,2.17,25.2,1.2,28,82
2/6/2020,0,1.3,7.88,1.1,29.3,78
3/6/2020,0,1.02,4.59,1.2,29.2,70
4/6/2020,0,0.93,3.73,1.2,28.6,71
5/6/2020,0,0.82,2.81,1.3,,
6/6/2020,0,0.81,2.74,1.5,28.8,75
7/6/2020,0,0.76,2.37,1.5,,
8/6/2020,0,0.97,4.1,1.5,28.8,76
9/6/2020,6,0.77,2.44,1.6,28.5,76
10/6/2020,0,0.8,2.66,1.6,28.2,75
11/6/2020,0,0.72,2.1,1.5,28.6,76
12/6/2020,37,0.69,1.91,1.4,,
13-06-2020,0,0.98,4.19,1.3,26.6,86
14-06-2020,38,0.94,3.82,1.3,29,76
15-06-2020,2,0.94,3.82,1.3,28.2,78
16-06-2020,4,0.84,2.97,1.2,28.4,80
17-06-2020,0,0.78,2.51,1.2,28.6,79
18-06-2020,0,0.74,2.23,1.2,30,65
19-06-2020,0,0.71,2.03,1.2,28.6,76
20-06-2020,5,0.67,1.78,1.4,28.5,79
21-06-2020,0,0.65,1.67,1.5,28.7,78
22-06-2020,0,0.63,1.55,1.5,28.5,73
23-06-2020,0,0.59,1.34,1.5,28.3,71
24-06-2020,0,0.58,1.29,1.5,28.5,70
25-06-2020,0,0.56,1.19,1.5,,
26-06-2020,0,0.55,1.14,1.4,28.2,78
27-06-2020,0,0.55,1.14,1.4,27.5,76
28-06-2020,0,0.55,1.14,1.3,27.5,68
29-06-2020,0,0.55,1.14,1.3,27.8,80
30-06-2020,0,0.55,1.14,1.2,27.9,82
1/7/2020,0,0.55,1.14,1.2,28,80
2/7/2020,0,0.55,1.14,1.3,28,83
3/7/2020,0,0.51,0.96,1.3,28.2,76
4/7/2020,0,0.5,0.92,1.4,28,76
5/7/2020,8,0.49,0.88,1.5,28.2,77
6/7/2020,0,0.52,1,1.5,27.8,82
7/7/2020,2,0.5,0.92,1.6,,
8/7/2020,0,0.5,0.92,1.6,28.4,79
9/7/2020,0,0.5,0.92,1.5,28.5,81
10/7/2020,0,0.48,0.84,1.5,29,80
11/7/2020,29,0.48,0.84,1.4,28.6,80
12/7/2020,3,0.58,1.29,1.3,,
13-07-2020,0,0.51,0.96,1.2,28,77
14-07-2020,0,0.5,0.92,1.2,28.9,75
15-07-2020,0,0.5,0.92,1.2,,
16-07-2020,0,0.47,0.8,1.3,28.4,77
17-07-2020,12,0.45,0.72,1.3,28.6,80
18-07-2020,0,0.5,0.92,1.4,28,85
19-07-2020,0,0.5,0.92,1.5,28.1,82
20-07-2020,0,0.5,0.92,1.5,,
21-07-2020,0,0.48,0.84,1.5,,
22-07-2020,0,0.48,0.84,1.5,29.3,75
23-07-2020,0,0.48,0.84,1.4,28.7,74
24-07-2020,0,0.48,0.84,1.4,28,74
25-07-2020,0,0.46,0.76,1.3,27.5,72
26-07-2020,0,0.46,0.76,1.3,27.2,70
27-07-2020,0,0.45,0.72,1.3,28,73
28-07-2020,0,0.38,0.49,1.2,28.1,70
29-07-2020,0,0.38,0.49,1.2,27.7,68
30-07-2020,0,0.38,0.49,1.3,27.5,68
31-07-2020,0,0.4,0.55,1.3,28.1,70
1/8/2020,0,0.4,0.55,1.4,27.8,74
2/8/2020,0,0.4,0.55,1.4,28.1,73
3/8/2020,0,0.57,1.24,1.5,28.3,72
4/8/2020,0,0.53,1.05,1.5,29.1,75
5/8/2020,0,0.5,0.92,1.5,29.2,76
6/8/2020,0,0.48,0.84,1.4,29.1,69
7/8/2020,0,0.48,0.84,1.4,27.9,75
8/8/2020,0,0.45,0.72,1.3,29.2,74
9/8/2020,0,0.45,0.72,1.3,,
10/8/2020,20,0.45,0.72,1.2,,
11/8/2020,2,0.42,0.62,1.2,28.2,83
12/8/2020,11,0.42,0.62,1.2,28.7,80
13-08-2020,0,0.4,0.55,1.2,29.1,77
14-08-2020,0,0.4,0.55,1.3,28.8,72
15-08-2020,0,0.4,0.55,1.4,28.5,70
16-08-2020,0,0.4,0.55,1.4,28.5,70
17-08-2020,0,0.38,0.49,1.4,28.4,72
18-08-2020,0,0.38,0.49,1.4,,
19-08-2020,0,0.38,0.49,1.4,27.4,70
20-08-2020,0,0.35,0.4,1.4,27.4,66
21-08-2020,0,0.35,0.4,1.3,28.2,69
22-08-2020,0,0.35,0.4,1.3,28.1,74
23-08-2020,0,0.32,0.33,1.2,28.9,65
24-08-2020,0,0.3,0.28,1.2,29.2,60
25-08-2020,0,0.3,0.28,1.2,29.1,63
26-08-2020,0,0.3,0.28,1.2,28.4,65
27-08-2020,0,0.3,0.28,1.2,28.7,62
28-08-2020,0,0.31,0.3,1.3,28.6,74
29-08-2020,0,0.3,0.28,1.3,29.1,75
30-08-2020,0,0.31,0.3,1.3,28.7,70
31-08-2020,0,0.31,0.3,1.3,29.7,63
1/9/2020,10,0.31,0.3,1.4,28.9,78
2/9/2020,4,0.31,0.3,1.3,28.8,79
3/9/2020,0,0.29,0.26,1.3,28.5,80
4/9/2020,0,0.29,0.26,1.3,29,75
5/9/2020,0,0.27,0.22,1.2,28.5,73
6/9/2020,0,0.27,0.22,1.2,28.7,68
7/9/2020,0,0.27,0.22,1.2,28.4,71
8/9/2020,0,0.27,0.22,1.3,28.3,72
9/9/2020,0,0.27,0.22,1.3,29.3,74
10/9/2020,0,0.26,0.2,1.2,29,69
11/9/2020,0,0.26,0.2,1.2,29.1,70
12/9/2020,0,0.25,0.18,1.3,29.4,59
13-09-2020,0,0.24,0.17,1.3,29.7,64
14-09-2020,0,0.23,0.15,1.3,,
15-09-2020,0,0.2,0.11,1.3,,
16-09-2020,0,0.2,0.11,1.3,,
17-09-2020,0,0.12,0.03,1.2,,
18-09-2020,0,0.11,0.02,1.2,,
19-09-2020,0,0.08,0.01,1.1,,
20-09-2020,16,0.05,0,1.2,,
21-09-2020,0,0.3,0.28,1.3,,
22-09-2020,0,0.35,0.4,1.4,,
23-09-2020,0,0.35,0.4,1.4,,
24-09-2020,0,0.31,0.3,1.4,,
25-09-2020,0,0.3,0.28,1.3,,
26-09-2020,0,0.3,0.28,1.2,,
27-09-2020,0,0.3,0.28,1.2,,
28-09-2020,0,0.3,0.28,1.2,29.4,76
29-09-2020,0,0.3,0.28,1.2,28.8,70
30-09-2020,35,0.3,0.28,1.2,28.7,74
1/10/2020,0,0.3,0.28,1.2,29.7,74
2/10/2020,0,0.35,0.4,1.1,29.9,66
3/10/2020,0,0.32,0.33,1.1,28.5,70
4/10/2020,0,0.32,0.33,1.3,29.3,66
5/10/2020,0,0.32,0.33,1.4,29.3,64
6/10/2020,0,0.33,0.35,1.4,29.2,73
7/10/2020,0,0.35,0.4,1.4,30.2,70
8/10/2020,0,0.35,0.4,1.4,29.9,72
9/10/2020,65,0.35,0.4,1.3,27.4,86
10/10/2020,0,0.35,0.4,1.3,28.5,83
11/10/2020,0,0.35,0.4,1.2,29.2,76
12/10/2020,0,0.35,0.4,1.2,29.7,61
13-10-2020,0,0.32,0.33,1.2,28.7,69
14-10-2020,0,0.32,0.33,1.1,29.6,73
15-10-2020,0,0.31,0.3,1.1,30.6,72
16-10-2020,4,0.3,0.28,1.1,30,70
17-10-2020,0,0.28,0.24,1.2,29.5,73
18-10-2020,3,0.25,0.18,1.3,28.5,75
19-10-2020,154,0.25,0.18,1.4,27.3,82
20-10-2020,0,1.05,4.89,1.5,28.7,72
21-10-2020,0,1.25,7.22,1.5,29.3,66
22-10-2020,0,1.35,8.57,1.5,29.8,67
23-10-2020,0,1.45,10.1,1.4,,
24-10-2020,10,1.25,7.22,1.4,,
25-10-2020,0,1.03,4.69,1.3,,
26-10-2020,7,0.72,2.1,1.1,29.5,70
27-10-2020,0,0.45,0.72,1.1,28.5,74
28-10-2020,0,0.45,0.72,1,29.2,73
29-10-2020,3,0.45,0.72,1,30.1,69
30-10-2020,0,0.45,0.72,1.1,29.4,80
31-10-2020,0,0.45,0.72,1.3,29.2,74
1/11/2020,35,0.45,0.72,1.4,28.7,76
2/11/2020,0,0.82,2.81,1.5,29.4,72
3/11/2020,0,0.57,1.24,1.5,,
4/11/2020,11,0.51,0.96,1.5,29,81
5/11/2020,0,0.45,0.72,1.5,28.8,76
6/11/2020,0,0.45,0.72,1.5,29.3,77
7/11/2020,0,0.45,0.72,1.4,30.2,72
8/11/2020,0,0.42,0.62,1.3,29.5,73
9/11/2020,0,0.4,0.55,1.2,27.8,79
10/11/2020,0,0.4,0.55,1.1,29.9,75
11/11/2020,31,0.35,0.4,1.1,30.3,72
12/11/2020,0,0.35,0.4,1.2,29.7,75
13-11-2020,0,0.35,0.4,1.1,30.2,74
14-11-2020,0,0.35,0.4,1.2,29.2,73
15-11-2020,7,0.35,0.4,1.4,,
16-11-2020,0,0.5,0.92,1.5,29.5,76
17-11-2020,0,0.35,0.4,1.5,30.1,74
18-11-2020,0,0.35,0.4,1.6,30.1,74
19-11-2020,7,0.35,0.4,1.6,29.4,80
20-11-2020,0,0.35,0.4,1.5,28.9,80
21-11-2020,8,0.35,0.4,1.5,28.1,84
22-11-2020,2,0.6,1.39,1.4,,
23-11-2020,52,0.6,1.39,1.3,28.6,83
24-11-2020,20,0.8,2.66,1.2,27.7,85
25-11-2020,7,1.53,11.5,1.1,28.3,82
26-11-2020,0,0.99,4.29,1.1,27.9,86
